,Kingdom,Phylum,Class,Order,Family,Genus,Species
seq12508,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Filobacterium,
seq12509,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12510,Bacteria,Armatimonadota,,,,,
seq12512,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq12513,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq12514,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,,
seq12515,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,
seq12516,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq12517,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq12518,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12519,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,
seq12520,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,,
seq12521,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,
seq12522,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12523,Bacteria,WS2,,,,,
seq12524,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12525,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq12526,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq12527,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
seq12528,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Quatrionicoccus,
seq12529,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,,
seq12530,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,
seq12531,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq12533,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,
seq12534,Bacteria,Patescibacteria,Berkelbacteria,,,,
seq12535,Bacteria,,,,,,
seq12538,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
seq12539,Bacteria,Patescibacteria,Microgenomatia,Candidatus Amesbacteria,,,
seq12540,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,,
seq12541,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq12542,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq12543,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,
seq12545,Bacteria,Actinobacteriota,Actinobacteria,,,,
seq12546,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,
seq12547,Bacteria,Acidobacteriota,Acidobacteriae,Elev-16S-1166,,,
seq12549,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq12550,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,,
seq12551,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq12552,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,,
seq12553,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,,
seq12554,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq12555,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Humitalea,
seq12556,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,,,
seq12557,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,
seq12558,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,,
seq12559,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,,
seq12561,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),,,
seq12562,Bacteria,Bacteroidota,OC31,,,,
seq12563,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Candidatus Raymondbacteria,,
seq12564,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,,
seq12566,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
seq12567,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq12568,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,,
seq12570,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,
seq12571,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,
seq12572,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,,
seq12573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,
seq12574,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq12575,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
seq12577,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,B122,,
seq12578,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq12579,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
seq12580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,
seq12581,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,,
seq12583,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq12585,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,CM1G08,
seq12586,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Neoasaia,
seq12587,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq12588,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140,
seq12589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq12592,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,,
seq12593,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,,,
seq12594,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,
seq12595,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12596,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,
seq12600,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,,
seq12601,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
seq12602,Bacteria,Patescibacteria,ABY1,Candidatus Kerfeldbacteria,,,
seq12603,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,
seq12604,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Lacibacterium,
seq12605,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,,
seq12606,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12608,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12609,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,,,
seq12610,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,,
seq12611,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
seq12612,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12615,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,ST-12K33,,
seq12616,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Frankia,
seq12617,Bacteria,Patescibacteria,Gracilibacteria,,,,
seq12620,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,,,
seq12621,Bacteria,Latescibacterota,,,,,
seq12622,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,,
seq12623,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq12624,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq12625,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12626,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,
seq12627,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq12628,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,
seq12629,Bacteria,Cyanobacteria,Cyanobacteriia,,,,
seq12630,Bacteria,Planctomycetota,vadinHA49,,,,
seq12631,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,,
seq12632,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq12633,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq12634,Bacteria,SAR324 clade(Marine group B),,,,,
seq12636,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,,
seq12637,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq12638,Bacteria,Patescibacteria,Microgenomatia,Candidatus Curtissbacteria,,,
seq12639,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,,
seq12640,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12641,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yonathbacteria,,,
seq12643,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq12644,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,,
seq12645,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,
seq12646,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,,,
seq12647,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
seq12648,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq12649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
seq12650,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,
seq12651,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
seq12652,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
seq12653,Bacteria,Spirochaetota,V2072-189E03,,,,
seq12654,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,,,
seq12655,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12656,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq12657,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq12658,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aphanizomenon NIES81,
seq12659,Bacteria,,,,,,
seq12661,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq12662,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,,
seq12663,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12664,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq12665,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,
seq12666,Bacteria,,,,,,
seq12667,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq12669,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,
seq12671,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Negadavirga,
seq12672,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,,
seq12673,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,
seq12674,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq12675,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
seq12676,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq12677,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,
seq12679,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,,,
seq12680,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
seq12681,Bacteria,Elusimicrobiota,,,,,
seq12682,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,
seq12683,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,,,
seq12685,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12686,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq12687,Bacteria,Myxococcota,bacteriap25,,,,
seq12688,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,,,
seq12689,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq12690,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq12691,Bacteria,Proteobacteria,,,,,
seq12692,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,,
seq12693,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,,
seq12694,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
seq12696,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,,
seq12697,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq12698,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,,,
seq12700,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq12701,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,,,
seq12702,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,
seq12703,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tibeticola,
seq12704,Bacteria,Firmicutes,,,,,
seq12705,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,
seq12706,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq12708,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,
seq12709,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter,
seq12710,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,,
seq12712,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
seq12713,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12714,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,
seq12715,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,,
seq12716,Bacteria,Cyanobacteria,Sericytochromatia,,,,
seq12717,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,
seq12718,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq12719,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,
seq12720,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
seq12721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,
seq12722,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,,
seq12723,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Merismopedia AICB1015,
seq12724,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq12725,Bacteria,Planctomycetota,vadinHA49,,,,
seq12726,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,,
seq12727,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,,
seq12728,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq12729,Bacteria,Planctomycetota,vadinHA49,,,,
seq12730,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq12731,Bacteria,Cyanobacteria,Sericytochromatia,,,,
seq12732,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,
seq12733,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12,
seq12734,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,
seq12735,Bacteria,SAR324 clade(Marine group B),,,,,
seq12736,Bacteria,Elusimicrobiota,Lineage IIb,,,,
seq12738,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12739,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12740,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea,
seq12741,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,
seq12742,Bacteria,Nitrospirota,4/29/01,,,,
seq12743,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
seq12744,Bacteria,Myxococcota,,,,,
seq12745,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12746,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
seq12747,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Roseospirillum,
seq12748,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12749,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12750,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,
seq12751,Bacteria,,,,,,
seq12752,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq12753,Bacteria,Elusimicrobiota,Rs-M47,,,,
seq12754,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,,
seq12755,Bacteria,Patescibacteria,Gracilibacteria,,,,
seq12757,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12758,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12759,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,,
seq12760,Bacteria,Patescibacteria,ABY1,Candidatus Falkowbacteria,,,
seq12761,Bacteria,Patescibacteria,Berkelbacteria,,,,
seq12762,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12763,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,
seq12764,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,
seq12765,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,
seq12766,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq12768,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),,,
seq12770,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Amantichitinum,
seq12771,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
seq12772,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
seq12773,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq12774,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,
seq12775,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM1B06,,
seq12776,Bacteria,Patescibacteria,Microgenomatia,Candidatus Shapirobacteria,,,
seq12777,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq12778,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
seq12779,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,,
seq12780,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,
seq12781,Bacteria,Patescibacteria,ABY1,Candidatus Kerfeldbacteria,,,
seq12782,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,,,
seq12783,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,
seq12784,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq12786,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12787,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,
seq12790,Bacteria,Planctomycetota,vadinHA49,,,,
seq12791,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
seq12792,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,,
seq12793,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12795,Bacteria,Proteobacteria,,,,,
seq12796,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,
seq12797,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,,
seq12798,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,,
seq12799,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq12800,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,,,
seq12801,Bacteria,Dependentiae,Babeliae,Babeliales,,,
seq12802,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12803,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,,,
seq12804,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,
seq12805,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
seq12806,Bacteria,NB1-j,,,,,
seq12807,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq12809,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq12810,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,,
seq12811,Bacteria,AncK6,,,,,
seq12812,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12813,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,
seq12814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,,
seq12815,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,
seq12816,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12817,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12818,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq12819,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq12820,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq12821,Bacteria,Planctomycetota,vadinHA49,,,,
seq12822,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,algae
seq12823,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
seq12824,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
seq12825,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,
seq12826,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12827,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,
seq12828,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,
seq12830,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,CM1G08,
seq12831,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
seq12832,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12833,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,
seq12834,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12836,Bacteria,Planctomycetota,vadinHA49,,,,
seq12837,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
seq12838,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq12840,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
seq12841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,
seq12842,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq12843,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,
seq12844,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,,
seq12845,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,,,
seq12846,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq12847,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12848,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
seq12849,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
seq12850,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq12851,Bacteria,Patescibacteria,Parcubacteria,,,,
seq12855,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,,,
seq12856,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,
seq12857,Bacteria,Proteobacteria,,,,,
seq12858,Bacteria,,,,,,
